ID,tanggal_waktu,suhu,beban_listrik,kecepatan_angin,tekanan_udara,dampak_lingkungan,konsumsi_listrik
10412,2022-11-24 20:00:00,20.2,-12.1,39.365,993.0,A,285.0
10413,2022-11-24 21:00:00,20.6,-11.4,40.405,997.0,A,258.0
10414,2022-11-24 22:00:00,21.1,-12.9,44.16,987.0,A,276.0
10415,2022-11-24 23:00:00,19.8,-11.4,47.165,998.0,A,270.0
10416,2022-11-25 00:00:00,19.4,-10.0,49.58,989.0,A,309.0
10417,2022-11-25 01:00:00,19.4,-8.6,51.71,986.0,A,276.0
10418,2022-11-25 02:00:00,19.8,-8.6,54.0,986.0,A,315.0
10419,2022-11-25 03:00:00,19.1,-8.6,1.325,996.0,A,306.0
10420,2022-11-25 04:00:00,18.7,-7.9,3.29,994.0,A,288.0
10421,2022-11-25 05:00:00,18.7,-10.0,4.455,992.0,A,297.0
10422,2022-11-25 06:00:00,18.3,-9.3,6.495,1003.0,A,270.0
10423,2022-11-25 07:00:00,17.8,-8.6,10.0,996.0,A,234.0
10424,2022-11-25 08:00:00,19.8,-12.1,17.275,1004.0,A,228.0
10425,2022-11-25 09:00:00,21.4,-15.7,22.085,999.0,A,216.0
10426,2022-11-25 10:00:00,22.6,-16.4,31.65,1003.0,A,225.0
10427,2022-11-25 11:00:00,22.2,-17.1,39.175,993.0,A,222.0
10428,2022-11-25 12:00:00,23.4,-17.1,49.005,995.0,A,201.0
10429,2022-11-25 13:00:00,23.0,-17.1,60.575,998.0,A,210.0
10430,2022-11-25 14:00:00,21.8,-18.6,72.255,987.0,A,225.0
10431,2022-11-25 15:00:00,22.6,-18.6,84.465,995.0,A,222.0
10432,2022-11-25 16:00:00,21.1,-19.3,97.285,994.0,A,207.0
10433,2022-11-25 17:00:00,20.6,-22.1,109.105,988.0,A,228.0
10434,2022-11-25 18:00:00,19.8,-22.1,118.435,1004.0,A,198.0
10435,2022-11-25 19:00:00,19.1,-19.3,127.375,992.0,A,183.0
10436,2022-11-25 20:00:00,18.7,-19.3,136.175,1001.0,A,180.0
10437,2022-11-25 21:00:00,19.1,-20.0,145.255,996.0,A,198.0
10438,2022-11-25 22:00:00,19.8,-17.9,155.07,1011.0,A,183.0
10439,2022-11-25 23:00:00,17.8,-17.9,159.115,996.0,A,183.0
10440,2022-11-26 00:00:00,19.1,-18.6,167.14,1005.0,A,192.0
10441,2022-11-26 01:00:00,19.1,-17.1,174.065,1010.0,A,204.0
10442,2022-11-26 02:00:00,18.7,-16.4,183.255,995.0,A,180.0
10443,2022-11-26 03:00:00,17.8,-17.9,191.055,999.0,A,210.0
10444,2022-11-26 04:00:00,19.1,-18.6,198.83,1010.0,A,219.0
10445,2022-11-26 05:00:00,17.8,-18.6,205.355,1014.0,A,216.0
10446,2022-11-26 06:00:00,18.7,-17.9,213.005,1003.0,A,186.0
10447,2022-11-26 07:00:00,18.7,-18.6,216.65,1011.0,A,210.0
10448,2022-11-26 08:00:00,18.7,-20.0,223.21,997.0,A,204.0
10449,2022-11-26 09:00:00,19.4,-18.6,230.235,1016.0,A,231.0
10450,2022-11-26 10:00:00,19.8,-20.0,237.785,999.0,A,213.0
10451,2022-11-26 11:00:00,19.4,-18.6,245.835,1004.0,A,216.0
10452,2022-11-26 12:00:00,20.6,-18.6,251.255,995.0,A,198.0
10453,2022-11-26 13:00:00,21.1,-20.0,257.44,998.0,A,186.0
10454,2022-11-26 14:00:00,22.6,-20.0,263.125,995.0,A,210.0
10455,2022-11-26 15:00:00,22.2,-20.0,268.935,997.0,A,204.0
10456,2022-11-26 16:00:00,23.0,-20.7,274.87,1005.0,A,204.0
10457,2022-11-26 17:00:00,23.0,-20.0,279.93,1008.0,A,198.0
10458,2022-11-26 18:00:00,21.1,-17.9,5.92,991.0,A,213.0
10459,2022-11-26 19:00:00,22.2,-21.4,11.59,989.0,A,210.0
10460,2022-11-26 20:00:00,20.6,-20.0,14.095,989.0,A,222.0
10461,2022-11-26 21:00:00,21.1,-19.3,19.905,1001.0,A,246.0
10462,2022-11-26 22:00:00,21.1,-20.0,24.3,1001.0,A,243.0
10463,2022-11-26 23:00:00,18.7,-18.6,3.415,993.0,A,261.0
10464,2022-11-27 00:00:00,19.1,-13.6,1.075,1001.0,A,255.0
10465,2022-11-27 01:00:00,19.1,-15.0,2.765,995.0,A,294.0
10466,2022-11-27 02:00:00,17.4,-15.0,1.765,993.0,A,285.0
10467,2022-11-27 03:00:00,17.1,-16.4,3.665,998.0,A,273.0
10468,2022-11-27 04:00:00,17.8,-12.9,4.83,994.0,A,285.0
10469,2022-11-27 05:00:00,18.3,-13.6,6.745,1003.0,A,288.0
10470,2022-11-27 06:00:00,17.8,-15.7,8.41,999.0,A,267.0
10471,2022-11-27 07:00:00,16.7,-15.0,10.825,995.0,A,258.0
10472,2022-11-27 08:00:00,19.8,-13.6,12.615,1006.0,A,291.0
10473,2022-11-27 09:00:00,21.1,-17.1,2.665,1005.0,A,99999.0
10474,2022-11-27 10:00:00,21.8,-16.4,2.54,992.0,A,231.0
10475,2022-11-27 11:00:00,22.2,-16.4,3.165,1006.0,A,243.0
10476,2022-11-27 12:00:00,22.6,-15.7,3.415,994.0,A,237.0
10477,2022-11-27 13:00:00,23.4,-18.6,4.955,993.0,A,228.0
10478,2022-11-27 14:00:00,24.2,-16.4,4.005,987.0,A,240.0
10479,2022-11-27 15:00:00,23.4,-17.1,8.65,996.0,A,273.0
10480,2022-11-27 16:00:00,23.8,-15.7,12.545,998.0,A,276.0
10481,2022-11-27 17:00:00,22.6,-16.4,17.465,987.0,A,273.0
10482,2022-11-27 18:00:00,22.2,-16.4,20.345,1002.0,A,285.0
10483,2022-11-27 19:00:00,21.8,-15.0,24.1,991.0,A,267.0
10484,2022-11-27 20:00:00,21.4,-14.3,23.99,997.0,A,279.0
10485,2022-11-27 21:00:00,20.2,-12.9,25.505,988.0,A,285.0
10486,2022-11-27 22:00:00,19.4,-15.0,2.265,988.0,A,300.0
10487,2022-11-27 23:00:00,19.8,-12.9,2.915,986.0,A,327.0
10488,2022-11-28 00:00:00,20.2,-10.7,4.955,990.0,A,300.0
10489,2022-11-28 01:00:00,20.6,-12.9,6.37,997.0,A,306.0
10490,2022-11-28 02:00:00,19.8,-11.4,8.535,986.0,A,318.0
10491,2022-11-28 03:00:00,18.3,-14.3,4.63,996.0,A,357.0
10492,2022-11-28 04:00:00,17.4,-12.1,1.765,998.0,A,354.0
10493,2022-11-28 05:00:00,18.7,-9.3,2.84,999.0,A,396.0
10494,2022-11-28 06:00:00,18.3,-12.1,3.165,995.0,A,396.0
10495,2022-11-28 07:00:00,17.8,-9.3,3.93,989.0,A,381.0
10496,2022-11-28 08:00:00,19.8,-8.6,2.515,986.0,A,405.0
10497,2022-11-28 09:00:00,20.6,-12.1,2.905,1001.0,A,357.0
10498,2022-11-28 10:00:00,22.6,-12.1,4.295,1000.0,A,360.0
10499,2022-11-28 11:00:00,22.6,-10.0,3.165,999.0,A,381.0
10500,2022-11-28 12:00:00,24.2,-12.1,4.005,979.0,A,378.0
10501,2022-11-28 13:00:00,25.0,-11.4,3.88,992.0,A,375.0
10502,2022-11-28 14:00:00,25.8,-13.6,11.78,984.0,A,336.0
10503,2022-11-28 15:00:00,25.4,-12.9,20.205,982.0,A,306.0
10504,2022-11-28 16:00:00,25.8,-14.3,27.23,988.0,A,264.0
10505,2022-11-28 17:00:00,26.2,-12.1,34.255,983.0,A,276.0
10506,2022-11-28 18:00:00,24.6,-12.1,38.525,988.0,A,243.0
10507,2022-11-28 19:00:00,24.6,-14.3,41.655,979.0,A,252.0
10508,2022-11-28 20:00:00,24.2,-12.9,5.27,989.0,A,291.0
10509,2022-11-28 21:00:00,22.2,-14.3,9.165,987.0,A,282.0
10510,2022-11-28 22:00:00,21.8,-12.1,13.435,981.0,A,219.0
10511,2022-11-28 23:00:00,22.6,-14.3,4.63,990.0,A,213.0
10512,2022-11-29 00:00:00,21.8,-16.4,9.05,998.0,A,198.0
10513,2022-11-29 01:00:00,20.2,-13.6,6.67,993.0,A,210.0
10514,2022-11-29 02:00:00,22.6,-16.4,6.935,996.0,A,201.0
10515,2022-11-29 03:00:00,21.1,-17.1,12.105,1002.0,A,213.0
10516,2022-11-29 04:00:00,21.8,-17.9,17.165,989.0,A,210.0
10517,2022-11-29 05:00:00,20.6,-15.0,22.585,994.0,A,183.0
10518,2022-11-29 06:00:00,21.4,-17.9,25.84,994.0,A,186.0
10519,2022-11-29 07:00:00,21.1,-12.9,29.22,999.0,A,213.0
10520,2022-11-29 08:00:00,22.2,-14.3,33.489999999999995,997.0,A,198.0
10521,2022-11-29 09:00:00,22.2,-14.3,37.635,993.0,A,204.0
10522,2022-11-29 10:00:00,23.8,-15.7,39.175,990.0,A,216.0
10523,2022-11-29 11:00:00,24.6,-15.0,2.665,997.0,A,201.0
10524,2022-11-29 12:00:00,25.0,-15.0,2.54,1000.0,A,192.0
10525,2022-11-29 13:00:00,25.0,-17.1,5.455,997.0,A,198.0
10526,2022-11-29 14:00:00,24.2,-14.3,5.005,989.0,A,234.0
10527,2022-11-29 15:00:00,25.0,-17.1,8.4,990.0,A,204.0
10528,2022-11-29 16:00:00,24.6,-15.0,12.695,1001.0,A,210.0
10529,2022-11-29 17:00:00,23.8,-13.6,17.715,990.0,A,288.0
10530,2022-11-29 18:00:00,24.2,-13.6,20.735,990.0,A,264.0
10531,2022-11-29 19:00:00,22.6,-9.3,24.88,1004.0,A,264.0
10532,2022-11-29 20:00:00,22.6,-12.9,30.815,1002.0,A,273.0
10533,2022-11-29 21:00:00,22.6,-9.3,35.485,1005.0,A,267.0
10534,2022-11-29 22:00:00,21.1,-9.3,40.005,1006.0,A,243.0
10535,2022-11-29 23:00:00,20.6,-7.9,44.65,989.0,A,246.0
10536,2022-11-30 00:00:00,20.6,-9.3,47.155,989.0,A,264.0
10537,2022-11-30 01:00:00,20.6,-10.7,49.07,994.0,A,252.0
10538,2022-11-30 02:00:00,20.2,-7.1,50.86,990.0,A,255.0
10539,2022-11-30 03:00:00,19.8,-8.6,2.765,1004.0,A,258.0
10540,2022-11-30 04:00:00,19.1,-11.4,2.39,1006.0,A,237.0
10541,2022-11-30 05:00:00,17.8,-10.7,3.43,995.0,A,237.0
10542,2022-11-30 06:00:00,19.1,-10.0,4.695,988.0,A,258.0
10543,2022-11-30 07:00:00,17.8,-8.6,1.325,1000.0,A,252.0
10544,2022-11-30 08:00:00,19.8,-7.9,2.79,992.0,A,306.0
10545,2022-11-30 09:00:00,20.6,-7.9,2.265,993.0,A,252.0
10546,2022-11-30 10:00:00,21.8,-11.4,3.305,1000.0,A,285.0
10547,2022-11-30 11:00:00,22.2,-12.1,2.665,998.0,A,261.0
10548,2022-11-30 12:00:00,23.0,-13.6,5.455,992.0,A,276.0
10549,2022-11-30 13:00:00,23.0,-10.7,7.12,993.0,A,288.0
10550,2022-11-30 14:00:00,24.2,-10.7,9.75,995.0,A,270.0
10551,2022-11-30 15:00:00,23.4,-6.4,13.395,989.0,A,267.0
10552,2022-11-30 16:00:00,23.0,-9.3,17.4,982.0,A,324.0
10553,2022-11-30 17:00:00,23.4,-5.7,19.405,992.0,A,360.0
10554,2022-11-30 18:00:00,24.2,-5.7,21.445,990.0,A,366.0
10555,2022-11-30 19:00:00,22.6,-7.1,25.075,984.0,A,378.0
10556,2022-11-30 20:00:00,22.6,-3.6,2.015,984.0,C,378.0
10557,2022-11-30 21:00:00,23.4,-2.9,4.755,990.0,A,372.0
10558,2022-11-30 22:00:00,22.6,-4.3,5.795,984.0,A,411.0
10559,2022-11-30 23:00:00,21.8,-0.7,8.675,995.0,C,393.0
10560,2022-12-01 00:00:00,21.4,0.0,12.055,983.0,C,402.0
10561,2022-12-01 01:00:00,22.2,0.7,15.81,986.0,C,414.0
10562,2022-12-01 02:00:00,21.1,-1.4,19.065,980.0,C,390.0
10563,2022-12-01 03:00:00,21.8,-0.7,21.445,980.0,A,408.0
10564,2022-12-01 04:00:00,21.1,0.7,23.61,982.0,A,411.0
10565,2022-12-01 05:00:00,20.6,-2.9,2.54,980.0,A,396.0
10566,2022-12-01 06:00:00,21.4,-2.1,3.29,987.0,A,411.0
10567,2022-12-01 07:00:00,21.1,-2.1,4.58,984.0,A,465.0
10568,2022-12-01 08:00:00,21.8,0.0,2.265,994.0,A,450.0
10569,2022-12-01 09:00:00,21.1,-0.7,3.28,977.0,A,495.0
10570,2022-12-01 10:00:00,22.2,-0.7,3.29,982.0,A,522.0
10571,2022-12-01 11:00:00,22.2,-1.4,2.515,982.0,A,549.0
10572,2022-12-01 12:00:00,23.8,-2.1,4.005,980.0,A,588.0
10573,2022-12-01 13:00:00,23.4,-1.4,2.54,989.0,A,600.0
10574,2022-12-01 14:00:00,23.8,-2.1,2.79,977.0,A,600.0
10575,2022-12-01 15:00:00,23.8,-0.7,4.705,972.0,A,615.0
10576,2022-12-01 16:00:00,24.6,0.0,7.96,976.0,A,567.0
10577,2022-12-01 17:00:00,24.6,1.4,10.84,989.0,A,495.0
10578,2022-12-01 18:00:00,24.2,-1.4,14.72,980.0,A,558.0
10579,2022-12-01 19:00:00,23.4,0.7,16.134999999999998,980.0,A,573.0
10580,2022-12-01 20:00:00,23.4,1.4,17.8,987.0,A,585.0
10581,2022-12-01 21:00:00,23.0,0.7,2.14,985.0,A,603.0
10582,2022-12-01 22:00:00,22.2,-1.4,1.89,980.0,A,540.0
10583,2022-12-01 23:00:00,21.4,-2.9,2.515,987.0,A,555.0
10584,2022-12-02 00:00:00,21.8,-2.1,2.265,989.0,A,519.0
10585,2022-12-02 01:00:00,21.8,-2.1,3.155,975.0,A,486.0
10586,2022-12-02 02:00:00,21.1,0.7,2.265,981.0,A,534.0
10587,2022-12-02 03:00:00,21.4,-1.4,2.765,986.0,A,522.0
10588,2022-12-02 04:00:00,21.8,-1.4,1.89,973.0,A,453.0
10589,2022-12-02 05:00:00,21.8,0.0,1.64,978.0,A,423.0
10590,2022-12-02 06:00:00,21.4,0.7,2.54,979.0,A,435.0
10591,2022-12-02 07:00:00,21.1,-2.9,4.205,973.0,A,420.0
10592,2022-12-02 08:00:00,20.6,-2.1,8.46,987.0,A,420.0
10593,2022-12-02 09:00:00,20.6,-2.9,11.59,991.0,A,390.0
10594,2022-12-02 10:00:00,21.1,-0.7,13.72,984.0,A,402.0
10595,2022-12-02 11:00:00,21.8,-1.4,17.475,992.0,A,426.0
10596,2022-12-02 12:00:00,20.6,-0.7,20.745,991.0,A,381.0
10597,2022-12-02 13:00:00,21.8,0.7,24.89,991.0,A,396.0
10598,2022-12-02 14:00:00,21.8,-2.1,29.685,990.0,A,390.0
10599,2022-12-02 15:00:00,21.4,-0.7,33.955,984.0,A,417.0
10600,2022-12-02 16:00:00,21.4,0.7,38.625,980.0,C,423.0
10601,2022-12-02 17:00:00,21.4,-2.9,43.895,987.0,A,471.0
10602,2022-12-02 18:00:00,21.1,0.0,47.915,983.0,C,426.0
10603,2022-12-02 19:00:00,21.4,-1.4,50.67,991.0,C,426.0
10604,2022-12-02 20:00:00,21.1,-2.1,52.71,985.0,C,459.0
10605,2022-12-02 21:00:00,22.2,0.0,54.375,984.0,C,402.0
10606,2022-12-02 22:00:00,20.6,-0.7,56.165,992.0,C,360.0
10607,2022-12-02 23:00:00,20.2,-1.4,2.64,983.0,B,336.0
10608,2022-12-03 00:00:00,19.8,-5.0,2.965,982.0,B,324.0
10609,2022-12-03 01:00:00,20.6,-2.1,6.685,989.0,B,315.0
10610,2022-12-03 02:00:00,20.2,-4.3,12.105,987.0,B,210.0
10611,2022-12-03 03:00:00,19.8,-6.4,18.415,999.0,B,204.0
10612,2022-12-03 04:00:00,19.8,-5.0,22.21,985.0,A,213.0
10613,2022-12-03 05:00:00,20.2,-5.0,25.465,992.0,A,225.0
10614,2022-12-03 06:00:00,20.2,-7.1,29.22,998.0,A,216.0
10615,2022-12-03 07:00:00,19.1,-8.6,31.6,995.0,A,210.0
10616,2022-12-03 08:00:00,19.1,-10.0,37.395,997.0,A,213.0
10617,2022-12-03 09:00:00,20.6,-7.9,40.915,1001.0,A,198.0
10618,2022-12-03 10:00:00,20.6,-7.1,45.335,994.0,A,195.0
10619,2022-12-03 11:00:00,20.6,-7.9,50.605,996.0,A,201.0
10620,2022-12-03 12:00:00,21.4,-7.1,2.39,996.0,A,198.0
10621,2022-12-03 13:00:00,21.4,-7.9,2.915,1005.0,A,228.0
10622,2022-12-03 14:00:00,21.1,-5.7,2.54,1001.0,A,204.0
10623,2022-12-03 15:00:00,21.4,-5.7,4.005,1000.0,A,231.0
10624,2022-12-03 16:00:00,21.8,-6.4,2.665,996.0,A,228.0
10625,2022-12-03 17:00:00,21.1,-6.4,4.63,994.0,A,222.0
10626,2022-12-03 18:00:00,21.1,-8.6,7.76,998.0,A,276.0
10627,2022-12-03 19:00:00,20.6,-5.0,11.655,992.0,A,267.0
10628,2022-12-03 20:00:00,21.8,-5.7,5.145,1006.0,A,270.0
10629,2022-12-03 21:00:00,20.6,-5.7,2.665,993.0,A,297.0
10630,2022-12-03 22:00:00,21.4,-3.6,6.295,994.0,A,258.0
10631,2022-12-03 23:00:00,21.4,-7.1,2.015,1002.0,A,276.0
10632,2022-12-04 00:00:00,20.2,-6.4,3.29,1005.0,A,279.0
10633,2022-12-04 01:00:00,20.2,-4.3,3.04,1006.0,A,246.0
10634,2022-12-04 02:00:00,19.8,-6.4,4.555,992.0,A,252.0
10635,2022-12-04 03:00:00,20.6,-2.9,1.89,989.0,A,288.0
10636,2022-12-04 04:00:00,19.4,-3.6,1.515,988.0,A,291.0
10637,2022-12-04 05:00:00,19.8,-4.3,3.28,990.0,A,294.0
10638,2022-12-04 06:00:00,19.4,-5.0,2.265,1000.0,A,288.0
10639,2022-12-04 07:00:00,19.4,-5.7,2.78,996.0,A,324.0
10640,2022-12-04 08:00:00,20.6,-6.4,3.67,988.0,A,294.0
10641,2022-12-04 09:00:00,21.8,-5.0,2.265,998.0,A,246.0
10642,2022-12-04 10:00:00,22.2,-6.4,3.28,992.0,A,300.0
10643,2022-12-04 11:00:00,22.6,-7.9,4.945,990.0,A,309.0
10644,2022-12-04 12:00:00,23.0,-5.7,5.085,1006.0,A,354.0
10645,2022-12-04 13:00:00,23.0,-5.0,2.665,1003.0,A,372.0
10646,2022-12-04 14:00:00,21.8,-4.3,5.545,991.0,A,360.0
10647,2022-12-04 15:00:00,22.2,-7.1,9.8,999.0,A,336.0
10648,2022-12-04 16:00:00,21.4,-5.7,12.695,1000.0,A,330.0
10649,2022-12-04 17:00:00,22.6,-2.9,16.715,991.0,A,324.0
10650,2022-12-04 18:00:00,22.2,-2.9,21.86,992.0,A,282.0
10651,2022-12-04 19:00:00,21.1,-4.3,24.365,992.0,A,318.0
10652,2022-12-04 20:00:00,21.8,-5.7,5.005,988.0,A,315.0
10653,2022-12-04 21:00:00,21.1,-3.6,3.755,989.0,A,321.0
10654,2022-12-04 22:00:00,20.6,-3.6,5.92,993.0,A,300.0
10655,2022-12-04 23:00:00,21.1,-5.7,9.3,1003.0,A,321.0
10656,2022-12-05 00:00:00,19.8,-2.9,2.14,989.0,A,342.0
10657,2022-12-05 01:00:00,19.1,-5.0,2.765,987.0,A,348.0
10658,2022-12-05 02:00:00,19.1,-5.0,2.64,997.0,A,339.0
10659,2022-12-05 03:00:00,19.4,-3.6,1.765,994.0,A,351.0
10660,2022-12-05 04:00:00,20.2,-5.7,2.59,988.0,A,375.0
10661,2022-12-05 05:00:00,19.8,-3.6,1.765,993.0,A,393.0
10662,2022-12-05 06:00:00,19.4,-3.6,4.305,1004.0,A,390.0
10663,2022-12-05 07:00:00,19.8,-5.0,6.685,989.0,A,393.0
10664,2022-12-05 08:00:00,21.1,-5.0,11.205,999.0,A,372.0
10665,2022-12-05 09:00:00,22.2,-5.0,13.96,1005.0,A,360.0
10666,2022-12-05 10:00:00,23.4,-5.0,17.34,991.0,A,390.0
10667,2022-12-05 11:00:00,23.4,-7.1,20.095,1005.0,A,360.0
10668,2022-12-05 12:00:00,23.0,-7.1,23.225,985.0,A,312.0
10669,2022-12-05 13:00:00,23.8,-7.1,2.79,995.0,A,291.0
10670,2022-12-05 14:00:00,24.6,-5.7,6.17,991.0,A,351.0
10671,2022-12-05 15:00:00,24.2,-5.7,10.565,985.0,A,372.0
10672,2022-12-05 16:00:00,25.0,-5.0,13.57,1001.0,A,306.0
10673,2022-12-05 17:00:00,23.4,-7.1,17.34,991.0,A,294.0
10674,2022-12-05 18:00:00,23.0,-3.6,21.11,992.0,A,264.0
10675,2022-12-05 19:00:00,22.2,-3.6,23.865,985.0,A,282.0
10676,2022-12-05 20:00:00,23.4,-3.6,27.12,997.0,A,288.0
10677,2022-12-05 21:00:00,23.4,-5.0,30.25,992.0,A,351.0
10678,2022-12-05 22:00:00,22.2,-4.3,34.77,1002.0,A,360.0
10679,2022-12-05 23:00:00,21.4,-0.7,39.19,990.0,A,393.0
10680,2022-12-06 00:00:00,21.8,-0.7,43.96,1002.0,A,417.0
10681,2022-12-06 01:00:00,21.1,-2.1,46.715,1002.0,A,426.0
10682,2022-12-06 02:00:00,21.4,-0.7,50.345,986.0,A,411.0
10683,2022-12-06 03:00:00,21.4,-1.4,52.26,991.0,A,396.0
10684,2022-12-06 04:00:00,21.1,-3.6,53.05,994.0,A,399.0
10685,2022-12-06 05:00:00,20.2,-2.9,54.965,993.0,A,399.0
10686,2022-12-06 06:00:00,19.1,-5.7,1.7,992.0,A,426.0
10687,2022-12-06 07:00:00,20.2,-2.9,2.915,981.0,A,429.0
10688,2022-12-06 08:00:00,21.4,-0.7,3.04,996.0,A,504.0
10689,2022-12-06 09:00:00,21.1,-4.3,2.415,983.0,A,504.0
10690,2022-12-06 10:00:00,23.0,-0.7,2.515,1000.0,A,489.0
10691,2022-12-06 11:00:00,22.2,-0.7,2.655,982.0,A,516.0
10692,2022-12-06 12:00:00,23.8,-2.9,4.295,991.0,A,549.0
10693,2022-12-06 13:00:00,24.2,-1.4,4.6850000000000005,981.0,A,588.0
10694,2022-12-06 14:00:00,23.4,-1.4,2.79,982.0,A,576.0
10695,2022-12-06 15:00:00,25.0,-2.1,7.435,992.0,A,495.0
10696,2022-12-06 16:00:00,24.2,-0.7,5.395,985.0,A,480.0
10697,2022-12-06 17:00:00,24.2,0.0,8.775,987.0,A,582.0
10698,2022-12-06 18:00:00,23.8,-2.1,9.165,991.0,A,579.0
10699,2022-12-06 19:00:00,22.6,-2.9,3.665,980.0,A,591.0
10700,2022-12-06 20:00:00,23.0,0.0,4.505,982.0,A,627.0
10701,2022-12-06 21:00:00,22.6,-1.4,1.765,993.0,A,621.0
10702,2022-12-06 22:00:00,23.4,-1.4,4.13,989.0,A,651.0
10703,2022-12-06 23:00:00,23.4,-2.9,1.64,982.0,A,663.0
10704,2022-12-07 00:00:00,23.0,-1.4,1.765,980.0,A,690.0
10705,2022-12-07 01:00:00,23.0,-0.7,4.43,996.0,A,636.0
10706,2022-12-07 02:00:00,22.6,-0.7,2.14,986.0,A,465.0
10707,2022-12-07 03:00:00,23.0,-2.9,3.88,994.0,A,504.0
10708,2022-12-07 04:00:00,22.2,-3.6,2.515,992.0,A,615.0
10709,2022-12-07 05:00:00,21.8,-2.1,2.59,991.0,A,498.0
10710,2022-12-07 06:00:00,22.6,-2.9,2.79,988.0,A,540.0
10711,2022-12-07 07:00:00,22.2,-2.1,3.165,995.0,A,567.0
10712,2022-12-07 08:00:00,23.0,0.0,3.305,988.0,A,534.0
10713,2022-12-07 09:00:00,23.4,-2.1,5.97,986.0,A,435.0
10714,2022-12-07 10:00:00,23.4,-2.9,9.365,1003.0,A,339.0
10715,2022-12-07 11:00:00,24.2,-6.4,13.76,991.0,A,300.0
10716,2022-12-07 12:00:00,24.6,-4.3,17.905,990.0,A,297.0
10717,2022-12-07 13:00:00,23.8,-5.0,5.92,995.0,A,273.0
10718,2022-12-07 14:00:00,24.2,-7.9,5.02,989.0,A,264.0
10719,2022-12-07 15:00:00,24.2,-7.9,9.54,998.0,A,276.0
10720,2022-12-07 16:00:00,23.8,-5.7,13.685,999.0,A,282.0
10721,2022-12-07 17:00:00,23.4,-7.9,17.205,997.0,A,300.0
10722,2022-12-07 18:00:00,23.8,-5.7,22.125,991.0,A,297.0
10723,2022-12-07 19:00:00,24.2,-2.9,27.545,984.0,A,294.0
10724,2022-12-07 20:00:00,23.0,-2.9,32.465,993.0,A,282.0
10725,2022-12-07 21:00:00,23.4,-5.7,35.485,982.0,A,249.0
10726,2022-12-07 22:00:00,23.0,-5.7,38.99,993.0,A,255.0
10727,2022-12-07 23:00:00,22.2,-7.9,42.245,992.0,A,
10728,2022-12-08 00:00:00,23.0,-5.0,47.04,987.0,A,213.0
10729,2022-12-08 01:00:00,21.8,-7.9,50.81,981.0,A,246.0
10730,2022-12-08 02:00:00,22.2,-5.0,58.835,979.0,C,216.0
10731,2022-12-08 03:00:00,22.2,-2.9,61.855,997.0,C,243.0
10732,2022-12-08 04:00:00,20.6,-2.9,64.27000000000001,994.0,C,231.0
10733,2022-12-08 05:00:00,20.2,-2.9,65.81,985.0,A,264.0
10734,2022-12-08 06:00:00,21.4,-1.4,68.1,977.0,A,267.0
10735,2022-12-08 07:00:00,20.2,-2.1,2.665,993.0,A,264.0
10736,2022-12-08 08:00:00,21.8,-0.7,3.665,974.0,A,285.0
10737,2022-12-08 09:00:00,23.0,-0.7,3.755,975.0,A,288.0
10738,2022-12-08 10:00:00,24.6,-9.3,12.695,981.0,A,210.0
10739,2022-12-08 11:00:00,24.6,-8.6,27.305,976.0,A,210.0
10740,2022-12-08 12:00:00,24.6,-5.7,39.5,973.0,A,204.0
10741,2022-12-08 13:00:00,26.2,-10.0,53.735,981.0,A,210.0
10742,2022-12-08 14:00:00,24.6,-12.9,69.6,991.0,A,219.0
10743,2022-12-08 15:00:00,24.6,-12.1,84.675,978.0,A,204.0
10744,2022-12-08 16:00:00,24.2,-15.0,100.0,976.0,A,198.0
10745,2022-12-08 17:00:00,24.2,-12.9,115.075,988.0,A,195.0
10746,2022-12-08 18:00:00,25.4,-15.0,131.4,994.0,A,186.0
10747,2022-12-08 19:00:00,23.8,-14.3,146.1,995.0,A,195.0
10748,2022-12-08 20:00:00,21.4,-7.9,1.64,980.0,A,204.0
10749,2022-12-08 21:00:00,20.6,-7.1,3.53,990.0,A,231.0
10750,2022-12-08 22:00:00,20.6,-7.9,4.045,989.0,A,198.0
10751,2022-12-08 23:00:00,20.2,-10.7,4.4350000000000005,985.0,A,210.0
10752,2022-12-09 00:00:00,21.1,-10.0,5.825,990.0,A,219.0
10753,2022-12-09 01:00:00,21.4,-9.3,3.665,988.0,A,192.0
10754,2022-12-09 02:00:00,23.8,-13.6,16.625,997.0,A,219.0
10755,2022-12-09 03:00:00,23.4,-12.1,27.695,982.0,A,225.0
10756,2022-12-09 04:00:00,23.0,-12.9,36.385,986.0,A,222.0
10757,2022-12-09 05:00:00,23.0,-12.9,43.66,983.0,A,210.0
10758,2022-12-09 06:00:00,22.2,-12.1,48.83,986.0,A,192.0
10759,2022-12-09 07:00:00,22.2,-11.4,53.225,984.0,A,216.0
10760,2022-12-09 08:00:00,23.4,-10.7,58.285,998.0,A,198.0
10761,2022-12-09 09:00:00,24.6,-12.9,70.59,1000.0,A,204.0
10762,2022-12-09 10:00:00,24.2,-10.0,81.27,984.0,A,216.0
10763,2022-12-09 11:00:00,26.2,-12.1,92.715,983.0,A,207.0
10764,2022-12-09 12:00:00,26.2,-12.1,103.795,986.0,A,210.0
10765,2022-12-09 13:00:00,26.2,-10.7,115.74,981.0,A,189.0
10766,2022-12-09 14:00:00,26.2,-12.9,127.685,996.0,A,195.0
